INDICADOR_x,PAIS,Año_x,VALOR,INDICADOR_y,Año_y,TASA %
PIB expresado en Millones de USD,Guyana,2017,4748,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-26.55831
PIB expresado en Millones de USD,Guyana,2018,4787,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,5.43485217
PIB expresado en Millones de USD,Guyana,2018,4787,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-11.183761
PIB expresado en Millones de USD,Guyana,2018,4787,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-4.22779305
PIB expresado en Millones de USD,Guyana,2018,4787,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-26.6126741
PIB expresado en Millones de USD,Guyana,2018,4787,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-32.0481101
PIB expresado en Millones de USD,Guyana,2018,4787,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-26.55831
PIB expresado en Millones de USD,Guyana,2019,5173,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,5.43485217
PIB expresado en Millones de USD,Guyana,2019,5173,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-11.183761
PIB expresado en Millones de USD,Guyana,2019,5173,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-4.22779305
PIB expresado en Millones de USD,Guyana,2019,5173,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-26.6126741
PIB expresado en Millones de USD,Guyana,2019,5173,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-32.0481101
PIB expresado en Millones de USD,Guyana,2019,5173,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-26.55831
PIB expresado en Millones de USD,Guyana,2020,5471,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,5.43485217
PIB expresado en Millones de USD,Guyana,2020,5471,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-11.183761
PIB expresado en Millones de USD,Guyana,2020,5471,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-4.22779305
PIB expresado en Millones de USD,Guyana,2020,5471,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-26.6126741
PIB expresado en Millones de USD,Guyana,2020,5471,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-32.0481101
PIB expresado en Millones de USD,Guyana,2020,5471,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-26.55831
PIB expresado en Millones de USD,Haití,2015,14204,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.28435406
PIB expresado en Millones de USD,Haití,2015,14204,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-0.37097058
PIB expresado en Millones de USD,Haití,2015,14204,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-1.3035094
PIB expresado en Millones de USD,Haití,2015,14204,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.1776356
PIB expresado en Millones de USD,Haití,2015,14204,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,3.219357531
PIB expresado en Millones de USD,Haití,2015,14204,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,0.044094
PIB expresado en Millones de USD,Haití,2016,13333,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.28435406
PIB expresado en Millones de USD,Haití,2016,13333,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-0.37097058
PIB expresado en Millones de USD,Haití,2016,13333,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-1.3035094
PIB expresado en Millones de USD,Haití,2016,13333,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.1776356
PIB expresado en Millones de USD,Haití,2016,13333,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,3.219357531
PIB expresado en Millones de USD,Haití,2016,13333,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,0.044094
PIB expresado en Millones de USD,Haití,2017,15237,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.28435406
PIB expresado en Millones de USD,Haití,2017,15237,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-0.37097058
PIB expresado en Millones de USD,Haití,2017,15237,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-1.3035094
PIB expresado en Millones de USD,Haití,2017,15237,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.1776356
PIB expresado en Millones de USD,Haití,2017,15237,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,3.219357531
PIB expresado en Millones de USD,Haití,2017,15237,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,0.044094
PIB expresado en Millones de USD,Haití,2018,15730,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.28435406
PIB expresado en Millones de USD,Haití,2018,15730,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-0.37097058
PIB expresado en Millones de USD,Haití,2018,15730,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-1.3035094
PIB expresado en Millones de USD,Haití,2018,15730,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.1776356
PIB expresado en Millones de USD,Haití,2018,15730,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,3.219357531
PIB expresado en Millones de USD,Haití,2018,15730,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,0.044094
PIB expresado en Millones de USD,Haití,2019,14065,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.28435406
PIB expresado en Millones de USD,Haití,2019,14065,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-0.37097058
PIB expresado en Millones de USD,Haití,2019,14065,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-1.3035094
PIB expresado en Millones de USD,Haití,2019,14065,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.1776356
PIB expresado en Millones de USD,Haití,2019,14065,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,3.219357531
PIB expresado en Millones de USD,Haití,2019,14065,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,0.044094
PIB expresado en Millones de USD,Haití,2020,16547,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-0.28435406
PIB expresado en Millones de USD,Haití,2020,16547,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-0.37097058
PIB expresado en Millones de USD,Haití,2020,16547,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-1.3035094
PIB expresado en Millones de USD,Haití,2020,16547,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.1776356
PIB expresado en Millones de USD,Haití,2020,16547,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,3.219357531
PIB expresado en Millones de USD,Haití,2020,16547,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,0.044094
PIB expresado en Millones de USD,Honduras,2015,20975,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,1.162500273
PIB expresado en Millones de USD,Honduras,2015,20975,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.42219888
PIB expresado en Millones de USD,Honduras,2015,20975,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-22.0781539
PIB expresado en Millones de USD,Honduras,2015,20975,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,6.599185869
PIB expresado en Millones de USD,Honduras,2015,20975,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-14.8344633
PIB expresado en Millones de USD,Honduras,2015,20975,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,28.85075
PIB expresado en Millones de USD,Honduras,2016,21707,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,1.162500273
PIB expresado en Millones de USD,Honduras,2016,21707,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.42219888
PIB expresado en Millones de USD,Honduras,2016,21707,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-22.0781539
PIB expresado en Millones de USD,Honduras,2016,21707,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,6.599185869
PIB expresado en Millones de USD,Honduras,2016,21707,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-14.8344633
PIB expresado en Millones de USD,Honduras,2016,21707,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,28.85075
PIB expresado en Millones de USD,Honduras,2017,23134,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,1.162500273
PIB expresado en Millones de USD,Honduras,2017,23134,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.42219888
PIB expresado en Millones de USD,Honduras,2017,23134,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-22.0781539
PIB expresado en Millones de USD,Honduras,2017,23134,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,6.599185869
PIB expresado en Millones de USD,Honduras,2017,23134,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-14.8344633
PIB expresado en Millones de USD,Honduras,2017,23134,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,28.85075
PIB expresado en Millones de USD,Honduras,2018,24060,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,1.162500273
PIB expresado en Millones de USD,Honduras,2018,24060,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.42219888
PIB expresado en Millones de USD,Honduras,2018,24060,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-22.0781539
PIB expresado en Millones de USD,Honduras,2018,24060,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,6.599185869
PIB expresado en Millones de USD,Honduras,2018,24060,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-14.8344633
PIB expresado en Millones de USD,Honduras,2018,24060,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,28.85075
PIB expresado en Millones de USD,Honduras,2019,25085,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,1.162500273
PIB expresado en Millones de USD,Honduras,2019,25085,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.42219888
PIB expresado en Millones de USD,Honduras,2019,25085,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-22.0781539
PIB expresado en Millones de USD,Honduras,2019,25085,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,6.599185869
PIB expresado en Millones de USD,Honduras,2019,25085,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-14.8344633
PIB expresado en Millones de USD,Honduras,2019,25085,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,28.85075
PIB expresado en Millones de USD,Honduras,2020,23843,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,1.162500273
PIB expresado en Millones de USD,Honduras,2020,23843,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.42219888
PIB expresado en Millones de USD,Honduras,2020,23843,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-22.0781539
PIB expresado en Millones de USD,Honduras,2020,23843,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,6.599185869
PIB expresado en Millones de USD,Honduras,2020,23843,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-14.8344633
PIB expresado en Millones de USD,Honduras,2020,23843,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,28.85075
PIB expresado en Millones de USD,Jamaica,2015,14186,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,19.51560626
PIB expresado en Millones de USD,Jamaica,2015,14186,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-6.31579557
PIB expresado en Millones de USD,Jamaica,2015,14186,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-11.5381198
PIB expresado en Millones de USD,Jamaica,2015,14186,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.05241347
PIB expresado en Millones de USD,Jamaica,2015,14186,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,22.57780765
PIB expresado en Millones de USD,Jamaica,2015,14186,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,19.30685
PIB expresado en Millones de USD,Jamaica,2016,14080,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,19.51560626
PIB expresado en Millones de USD,Jamaica,2016,14080,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-6.31579557
PIB expresado en Millones de USD,Jamaica,2016,14080,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-11.5381198
PIB expresado en Millones de USD,Jamaica,2016,14080,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.05241347
PIB expresado en Millones de USD,Jamaica,2016,14080,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,22.57780765
PIB expresado en Millones de USD,Jamaica,2016,14080,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,19.30685
PIB expresado en Millones de USD,Jamaica,2017,14812,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,19.51560626
PIB expresado en Millones de USD,Jamaica,2017,14812,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-6.31579557
PIB expresado en Millones de USD,Jamaica,2017,14812,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-11.5381198
PIB expresado en Millones de USD,Jamaica,2017,14812,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.05241347
PIB expresado en Millones de USD,Jamaica,2017,14812,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,22.57780765
PIB expresado en Millones de USD,Jamaica,2017,14812,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,19.30685
PIB expresado en Millones de USD,Jamaica,2018,15739,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,19.51560626
PIB expresado en Millones de USD,Jamaica,2018,15739,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-6.31579557
PIB expresado en Millones de USD,Jamaica,2018,15739,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-11.5381198
PIB expresado en Millones de USD,Jamaica,2018,15739,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.05241347
PIB expresado en Millones de USD,Jamaica,2018,15739,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,22.57780765
PIB expresado en Millones de USD,Jamaica,2018,15739,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,19.30685
PIB expresado en Millones de USD,Jamaica,2019,15834,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,19.51560626
PIB expresado en Millones de USD,Jamaica,2019,15834,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-6.31579557
PIB expresado en Millones de USD,Jamaica,2019,15834,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-11.5381198
PIB expresado en Millones de USD,Jamaica,2019,15834,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.05241347
PIB expresado en Millones de USD,Jamaica,2019,15834,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,22.57780765
PIB expresado en Millones de USD,Jamaica,2019,15834,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,19.30685
PIB expresado en Millones de USD,Jamaica,2020,13826,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,19.51560626
PIB expresado en Millones de USD,Jamaica,2020,13826,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-6.31579557
PIB expresado en Millones de USD,Jamaica,2020,13826,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-11.5381198
PIB expresado en Millones de USD,Jamaica,2020,13826,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-0.05241347
PIB expresado en Millones de USD,Jamaica,2020,13826,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,22.57780765
PIB expresado en Millones de USD,Jamaica,2020,13826,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,19.30685
PIB expresado en Millones de USD,México,2015,1214462,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-7.53165625
PIB expresado en Millones de USD,México,2015,1214462,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.66255971
PIB expresado en Millones de USD,México,2015,1214462,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-5.74725842
PIB expresado en Millones de USD,México,2015,1214462,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.77041213
PIB expresado en Millones de USD,México,2015,1214462,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-1.85237235
PIB expresado en Millones de USD,México,2015,1214462,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-2.313345
PIB expresado en Millones de USD,México,2016,1112205,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-7.53165625
PIB expresado en Millones de USD,México,2016,1112205,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.66255971
PIB expresado en Millones de USD,México,2016,1112205,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-5.74725842
PIB expresado en Millones de USD,México,2016,1112205,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.77041213
PIB expresado en Millones de USD,México,2016,1112205,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-1.85237235
PIB expresado en Millones de USD,México,2016,1112205,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-2.313345
PIB expresado en Millones de USD,México,2017,1193941,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-7.53165625
PIB expresado en Millones de USD,México,2017,1193941,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.66255971
PIB expresado en Millones de USD,México,2017,1193941,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-5.74725842
PIB expresado en Millones de USD,México,2017,1193941,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.77041213
PIB expresado en Millones de USD,México,2017,1193941,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-1.85237235
PIB expresado en Millones de USD,México,2017,1193941,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-2.313345
PIB expresado en Millones de USD,México,2018,1256192,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-7.53165625
PIB expresado en Millones de USD,México,2018,1256192,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.66255971
PIB expresado en Millones de USD,México,2018,1256192,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-5.74725842
PIB expresado en Millones de USD,México,2018,1256192,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.77041213
PIB expresado en Millones de USD,México,2018,1256192,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-1.85237235
PIB expresado en Millones de USD,México,2018,1256192,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-2.313345
PIB expresado en Millones de USD,México,2019,1305226,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-7.53165625
PIB expresado en Millones de USD,México,2019,1305226,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.66255971
PIB expresado en Millones de USD,México,2019,1305226,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-5.74725842
PIB expresado en Millones de USD,México,2019,1305226,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.77041213
PIB expresado en Millones de USD,México,2019,1305226,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-1.85237235
PIB expresado en Millones de USD,México,2019,1305226,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-2.313345
PIB expresado en Millones de USD,México,2020,1130531,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-7.53165625
PIB expresado en Millones de USD,México,2020,1130531,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-1.66255971
PIB expresado en Millones de USD,México,2020,1130531,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2017,-5.74725842
PIB expresado en Millones de USD,México,2020,1130531,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2018,-5.77041213
PIB expresado en Millones de USD,México,2020,1130531,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2019,-1.85237235
PIB expresado en Millones de USD,México,2020,1130531,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2020,-2.313345
PIB expresado en Millones de USD,Nicaragua,2015,12750,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2015,-4.42348363
PIB expresado en Millones de USD,Nicaragua,2015,12750,Tasa de variación de la intensidad energética del PIB (Oferta primaria de energía/ PIB a precios constantes en dólares de 2010),2016,-4.10914841
